Id,Label,Region
hCoV-19/Canada/QC-LSPQ-L00219020/2020|EPI_ISL_535786|2020-03-14,hCoV-19/Canada/QC-LSPQ-L00219020/2020|EPI_ISL_535786|2020-03-14,QC
hCoV-19/Canada/ON_MU-S7/2020|EPI_ISL_463993|2020-03-13,hCoV-19/Canada/ON_MU-S7/2020|EPI_ISL_463993|2020-03-13,ON
hCoV-19/Canada/QC-LSPQ-L00230159/2020|EPI_ISL_535911|2020-03-21,hCoV-19/Canada/QC-LSPQ-L00230159/2020|EPI_ISL_535911|2020-03-21,QC
1066,1066,Unsampled
hCoV-19/Canada/QC-LSPQ-L00243560/2020|EPI_ISL_536363|2020-03-30,hCoV-19/Canada/QC-LSPQ-L00243560/2020|EPI_ISL_536363|2020-03-30,QC
1106,1106,Unsampled
hCoV-19/Canada/QC-LSPQ-L00244008/2020|EPI_ISL_536387|2020-03-31,hCoV-19/Canada/QC-LSPQ-L00244008/2020|EPI_ISL_536387|2020-03-31,QC
hCoV-19/Canada/Qc-L00240796/2020|EPI_ISL_465686|2020-03-27,hCoV-19/Canada/Qc-L00240796/2020|EPI_ISL_465686|2020-03-27,QC
hCoV-19/Canada/QC-LSPQ-L00236091/2020|EPI_ISL_536117|2020-03-24,hCoV-19/Canada/QC-LSPQ-L00236091/2020|EPI_ISL_536117|2020-03-24,QC
1270,1270,Unsampled
hCoV-19/Canada/NL_72/2020|EPI_ISL_482479|2020-03-19,hCoV-19/Canada/NL_72/2020|EPI_ISL_482479|2020-03-19,NL
1110,1110,Unsampled
hCoV-19/Canada/QC-LSPQ-L00241242/2020|EPI_ISL_536276|2020-03-27,hCoV-19/Canada/QC-LSPQ-L00241242/2020|EPI_ISL_536276|2020-03-27,QC
hCoV-19/Canada/Qc-L00241344/2020|EPI_ISL_450317|2020-03-27,hCoV-19/Canada/Qc-L00241344/2020|EPI_ISL_450317|2020-03-27,QC
1311,1311,Unsampled
hCoV-19/Canada/QC-LSPQ-L00234540/2020|EPI_ISL_536058|2020-03-23,hCoV-19/Canada/QC-LSPQ-L00234540/2020|EPI_ISL_536058|2020-03-23,QC
1146,1146,Unsampled
hCoV-19/Canada/QC-LSPQ-L00237930/2020|EPI_ISL_536200|2020-03-25,hCoV-19/Canada/QC-LSPQ-L00237930/2020|EPI_ISL_536200|2020-03-25,QC
1045,1045,Unsampled
hCoV-19/Canada/QC-LSPQ-L00238888/2020|EPI_ISL_536225|2020-03-26,hCoV-19/Canada/QC-LSPQ-L00238888/2020|EPI_ISL_536225|2020-03-26,QC
1494,1494,Unsampled
hCoV-19/Canada/BC_35720/2020|EPI_ISL_415582|2020-03-04,hCoV-19/Canada/BC_35720/2020|EPI_ISL_415582|2020-03-04,BC
hCoV-19/Canada/BC_40860/2020|EPI_ISL_415583|2020-03-03,hCoV-19/Canada/BC_40860/2020|EPI_ISL_415583|2020-03-03,BC
hCoV-19/Canada/QC-LSPQ-L00220832/2020|EPI_ISL_535804|2020-03-14,hCoV-19/Canada/QC-LSPQ-L00220832/2020|EPI_ISL_535804|2020-03-14,QC
hCoV-19/Canada/MB_71/2020|EPI_ISL_482478|2020-03-16,hCoV-19/Canada/MB_71/2020|EPI_ISL_482478|2020-03-16,MB
hCoV-19/Canada/NS_32/2020|EPI_ISL_429814|2020-03-15,hCoV-19/Canada/NS_32/2020|EPI_ISL_429814|2020-03-15,NS
1391,1391,Unsampled
hCoV-19/Canada/QC-LSPQ-L00218090/2020|EPI_ISL_535771|2020-03-14,hCoV-19/Canada/QC-LSPQ-L00218090/2020|EPI_ISL_535771|2020-03-14,QC
hCoV-19/Canada/QC-LSPQ-L00218056/2020|EPI_ISL_535770|2020-03-14,hCoV-19/Canada/QC-LSPQ-L00218056/2020|EPI_ISL_535770|2020-03-14,QC
1305,1305,Unsampled
hCoV-19/Canada/NB-204/2020|EPI_ISL_479626|2020-03-29,hCoV-19/Canada/NB-204/2020|EPI_ISL_479626|2020-03-29,NB
hCoV-19/Canada/BC_17397/2020|EPI_ISL_415580|2020-02-28,hCoV-19/Canada/BC_17397/2020|EPI_ISL_415580|2020-02-28,BC
hCoV-19/Canada/BC_02421/2020|EPI_ISL_415581|2020-03-01,hCoV-19/Canada/BC_02421/2020|EPI_ISL_415581|2020-03-01,BC
1471,1471,Unsampled
hCoV-19/Canada/BC_13297/2020|EPI_ISL_415578|2020-02-27,hCoV-19/Canada/BC_13297/2020|EPI_ISL_415578|2020-02-27,BC
hCoV-19/Canada/ON_SHSC-01/2020|EPI_ISL_450747|2020-02-26,hCoV-19/Canada/ON_SHSC-01/2020|EPI_ISL_450747|2020-02-26,ON
hCoV-19/Canada/BC_65034/2020|EPI_ISL_415585|2020-03-04,hCoV-19/Canada/BC_65034/2020|EPI_ISL_415585|2020-03-04,BC
1492,1492,Unsampled
hCoV-19/Canada/QC-LSPQ-L00230299/2020|EPI_ISL_535913|2020-03-21,hCoV-19/Canada/QC-LSPQ-L00230299/2020|EPI_ISL_535913|2020-03-21,QC
hCoV-19/Canada/QC-LSPQ-L00228954/2020|EPI_ISL_535882|2020-03-20,hCoV-19/Canada/QC-LSPQ-L00228954/2020|EPI_ISL_535882|2020-03-20,QC
1496,1496,Unsampled
hCoV-19/Canada/BC_37_0-2/2020|EPI_ISL_412965|2020-02-16,hCoV-19/Canada/BC_37_0-2/2020|EPI_ISL_412965|2020-02-16,BC
hCoV-19/Canada/BC_5282984/2020|EPI_ISL_418832|2020-03-11,hCoV-19/Canada/BC_5282984/2020|EPI_ISL_418832|2020-03-11,BC
hCoV-19/Canada/QC-LSPQ-L00229410/2020|EPI_ISL_535893|2020-03-20,hCoV-19/Canada/QC-LSPQ-L00229410/2020|EPI_ISL_535893|2020-03-20,QC
hCoV-19/Canada/BC_4078583/2020|EPI_ISL_418824|2020-03-03,hCoV-19/Canada/BC_4078583/2020|EPI_ISL_418824|2020-03-03,BC
hCoV-19/Canada/QC-LSPQ-L00210314/2020|EPI_ISL_535716|2020-03-01,hCoV-19/Canada/QC-LSPQ-L00210314/2020|EPI_ISL_535716|2020-03-01,QC
hCoV-19/Canada/QC-LSPQ-L00222823/2020|EPI_ISL_535819|2020-03-16,hCoV-19/Canada/QC-LSPQ-L00222823/2020|EPI_ISL_535819|2020-03-16,QC
hCoV-19/Canada/MB_2/2020|EPI_ISL_429807|2020-03-10,hCoV-19/Canada/MB_2/2020|EPI_ISL_429807|2020-03-10,MB
hCoV-19/Canada/MB_79/2020|EPI_ISL_482483|2020-03-11,hCoV-19/Canada/MB_79/2020|EPI_ISL_482483|2020-03-11,MB
hCoV-19/Canada/NB_257/2020|EPI_ISL_481750|2020-04-03,hCoV-19/Canada/NB_257/2020|EPI_ISL_481750|2020-04-03,NB
1418,1418,Unsampled
1365,1365,Unsampled
hCoV-19/Canada/BC_9446031/2020|EPI_ISL_418858|2020-03-13,hCoV-19/Canada/BC_9446031/2020|EPI_ISL_418858|2020-03-13,BC
hCoV-19/Canada/NB-224/2020|EPI_ISL_479640|2020-03-26,hCoV-19/Canada/NB-224/2020|EPI_ISL_479640|2020-03-26,NB
hCoV-19/Canada/NB-202/2020|EPI_ISL_479625|2020-03-22,hCoV-19/Canada/NB-202/2020|EPI_ISL_479625|2020-03-22,NB
1367,1367,Unsampled
hCoV-19/Canada/QC-LSPQ-L00231814/2020|EPI_ISL_535964|2020-03-20,hCoV-19/Canada/QC-LSPQ-L00231814/2020|EPI_ISL_535964|2020-03-20,QC
hCoV-19/Canada/NS_60/2020|EPI_ISL_482476|2020-03-17,hCoV-19/Canada/NS_60/2020|EPI_ISL_482476|2020-03-17,NS
hCoV-19/Canada/ON-OICR-SLB2832/2020|EPI_ISL_538358|2020-04-03,hCoV-19/Canada/ON-OICR-SLB2832/2020|EPI_ISL_538358|2020-04-03,ON
hCoV-19/Canada/ON-OICR-SLB2823/2020|EPI_ISL_538351|2020-04-02,hCoV-19/Canada/ON-OICR-SLB2823/2020|EPI_ISL_538351|2020-04-02,ON
1335,1335,Unsampled
1227,1227,Unsampled
hCoV-19/Canada/QC-LSPQ-L00235772/2020|EPI_ISL_536107|2020-03-24,hCoV-19/Canada/QC-LSPQ-L00235772/2020|EPI_ISL_536107|2020-03-24,QC
hCoV-19/Canada/QC-LSPQ-L00225685/2020|EPI_ISL_535836|2020-03-17,hCoV-19/Canada/QC-LSPQ-L00225685/2020|EPI_ISL_535836|2020-03-17,QC
hCoV-19/Canada/QC-LSPQ-L00224795/2020|EPI_ISL_535823|2020-03-11,hCoV-19/Canada/QC-LSPQ-L00224795/2020|EPI_ISL_535823|2020-03-11,QC
hCoV-19/Canada/QC-LSPQ-L00213733/2020|EPI_ISL_535720|2020-03-10,hCoV-19/Canada/QC-LSPQ-L00213733/2020|EPI_ISL_535720|2020-03-10,QC
1241,1241,Unsampled
1254,1254,Unsampled
hCoV-19/Canada/QC-LSPQ-L00224827/2020|EPI_ISL_535825|2020-03-17,hCoV-19/Canada/QC-LSPQ-L00224827/2020|EPI_ISL_535825|2020-03-17,QC
hCoV-19/Canada/QC-LSPQ-L00237372/2020|EPI_ISL_536178|2020-03-25,hCoV-19/Canada/QC-LSPQ-L00237372/2020|EPI_ISL_536178|2020-03-25,QC
hCoV-19/Canada/QC-LSPQ-L00241433/2020|EPI_ISL_536279|2020-03-27,hCoV-19/Canada/QC-LSPQ-L00241433/2020|EPI_ISL_536279|2020-03-27,QC
1062,1062,Unsampled
hCoV-19/Canada/QC-LSPQ-L00241610/2020|EPI_ISL_536285|2020-03-28,hCoV-19/Canada/QC-LSPQ-L00241610/2020|EPI_ISL_536285|2020-03-28,QC
1188,1188,Unsampled
hCoV-19/Canada/QC-LSPQ-L00229384/2020|EPI_ISL_535892|2020-03-20,hCoV-19/Canada/QC-LSPQ-L00229384/2020|EPI_ISL_535892|2020-03-20,QC
1105,1105,Unsampled
hCoV-19/Canada/QC-LSPQ-L00236657/2020|EPI_ISL_536146|2020-03-25,hCoV-19/Canada/QC-LSPQ-L00236657/2020|EPI_ISL_536146|2020-03-25,QC
hCoV-19/Canada/QC-LSPQ-L00236781/2020|EPI_ISL_536148|2020-03-25,hCoV-19/Canada/QC-LSPQ-L00236781/2020|EPI_ISL_536148|2020-03-25,QC
hCoV-19/Canada/QC-LSPQ-L00229065/2020|EPI_ISL_535884|2020-03-20,hCoV-19/Canada/QC-LSPQ-L00229065/2020|EPI_ISL_535884|2020-03-20,QC
hCoV-19/Canada/QC-LSPQ-L00229952/2020|EPI_ISL_535907|2020-03-21,hCoV-19/Canada/QC-LSPQ-L00229952/2020|EPI_ISL_535907|2020-03-21,QC
1165,1165,Unsampled
hCoV-19/Canada/QC-LSPQ-L00233316/2020|EPI_ISL_536015|2020-03-22,hCoV-19/Canada/QC-LSPQ-L00233316/2020|EPI_ISL_536015|2020-03-22,QC
hCoV-19/Canada/QC-LSPQ-L00234248/2020|EPI_ISL_536047|2020-03-23,hCoV-19/Canada/QC-LSPQ-L00234248/2020|EPI_ISL_536047|2020-03-23,QC
hCoV-19/Canada/QC-LSPQ-L00237577/2020|EPI_ISL_536186|2020-03-25,hCoV-19/Canada/QC-LSPQ-L00237577/2020|EPI_ISL_536186|2020-03-25,QC
1368,1368,Unsampled
hCoV-19/Canada/NB_55/2020|EPI_ISL_482472|2020-03-15,hCoV-19/Canada/NB_55/2020|EPI_ISL_482472|2020-03-15,NB
hCoV-19/Canada/Qc-L00241007/2020|EPI_ISL_465694|2020-03-27,hCoV-19/Canada/Qc-L00241007/2020|EPI_ISL_465694|2020-03-27,QC
1108,1108,Unsampled
hCoV-19/Canada/Qc-L00241042/2020|EPI_ISL_450310|2020-03-27,hCoV-19/Canada/Qc-L00241042/2020|EPI_ISL_450310|2020-03-27,QC
1183,1183,Unsampled
hCoV-19/Canada/QC-LSPQ-L00230676/2020|EPI_ISL_535928|2020-03-21,hCoV-19/Canada/QC-LSPQ-L00230676/2020|EPI_ISL_535928|2020-03-21,QC
hCoV-19/Canada/QC-LSPQ-L00235671/2020|EPI_ISL_536105|2020-03-24,hCoV-19/Canada/QC-LSPQ-L00235671/2020|EPI_ISL_536105|2020-03-24,QC
hCoV-19/Canada/QC-LSPQ-L00235802/2020|EPI_ISL_536109|2020-03-24,hCoV-19/Canada/QC-LSPQ-L00235802/2020|EPI_ISL_536109|2020-03-24,QC
hCoV-19/Canada/QC-LSPQ-L00232609/2020|EPI_ISL_535991|2020-03-21,hCoV-19/Canada/QC-LSPQ-L00232609/2020|EPI_ISL_535991|2020-03-21,QC
hCoV-19/Canada/QC-LSPQ-L00235907/2020|EPI_ISL_536114|2020-03-22,hCoV-19/Canada/QC-LSPQ-L00235907/2020|EPI_ISL_536114|2020-03-22,QC
1046,1046,Unsampled
hCoV-19/Canada/ON-OICR-SLB2787/2020|EPI_ISL_538321|2020-03-25,hCoV-19/Canada/ON-OICR-SLB2787/2020|EPI_ISL_538321|2020-03-25,ON
hCoV-19/Canada/QC-LSPQ-L00227830/2020|EPI_ISL_535868|2020-03-19,hCoV-19/Canada/QC-LSPQ-L00227830/2020|EPI_ISL_535868|2020-03-19,QC
1126,1126,Unsampled
hCoV-19/Canada/QC-LSPQ-L00238342/2020|EPI_ISL_536207|2020-03-25,hCoV-19/Canada/QC-LSPQ-L00238342/2020|EPI_ISL_536207|2020-03-25,QC
1310,1310,Unsampled
hCoV-19/Canada/QC-LSPQ-L00222731/2020|EPI_ISL_535818|2020-03-16,hCoV-19/Canada/QC-LSPQ-L00222731/2020|EPI_ISL_535818|2020-03-16,QC
1217,1217,Unsampled
hCoV-19/Canada/QC-LSPQ-L00232726/2020|EPI_ISL_535995|2020-03-22,hCoV-19/Canada/QC-LSPQ-L00232726/2020|EPI_ISL_535995|2020-03-22,QC
1264,1264,Unsampled
hCoV-19/Canada/QC-LSPQ-L00232064/2020|EPI_ISL_535971|2020-03-22,hCoV-19/Canada/QC-LSPQ-L00232064/2020|EPI_ISL_535971|2020-03-22,QC
1274,1274,Unsampled
hCoV-19/Canada/QC-LSPQ-L00231569/2020|EPI_ISL_535957|2020-03-22,hCoV-19/Canada/QC-LSPQ-L00231569/2020|EPI_ISL_535957|2020-03-22,QC
hCoV-19/Canada/QC-LSPQ-L00232101/2020|EPI_ISL_535977|2020-03-22,hCoV-19/Canada/QC-LSPQ-L00232101/2020|EPI_ISL_535977|2020-03-22,QC
1312,1312,Unsampled
hCoV-19/Canada/NB-223/2020|EPI_ISL_479639|2020-03-26,hCoV-19/Canada/NB-223/2020|EPI_ISL_479639|2020-03-26,NB
1284,1284,Unsampled
hCoV-19/Canada/QC-LSPQ-L00221945/2020|EPI_ISL_535812|2020-03-16,hCoV-19/Canada/QC-LSPQ-L00221945/2020|EPI_ISL_535812|2020-03-16,QC
hCoV-19/Canada/QC-LSPQ-L00224868/2020|EPI_ISL_535826|2020-03-17,hCoV-19/Canada/QC-LSPQ-L00224868/2020|EPI_ISL_535826|2020-03-17,QC
hCoV-19/Canada/ON_VIDO-01/2020|EPI_ISL_413015|2020-01-23,hCoV-19/Canada/ON_VIDO-01/2020|EPI_ISL_413015|2020-01-23,ON-START
hCoV-19/Canada/ON_ON-VIDO-01-2/2020|EPI_ISL_425177|2020-01-23,hCoV-19/Canada/ON_ON-VIDO-01-2/2020|EPI_ISL_425177|2020-01-23,ON
969,969,Unsampled
1004,1004,Unsampled
1060,1060,Unsampled
984,984,Unsampled
1382,1382,Unsampled
990,990,Unsampled
988,988,Unsampled
1103,1103,Unsampled
1014,1014,Unsampled
1073,1073,Unsampled
994,994,Unsampled
999,999,Unsampled
996,996,Unsampled
1099,1099,Unsampled
1088,1088,Unsampled
1039,1039,Unsampled
1061,1061,Unsampled
1130,1130,Unsampled
1034,1034,Unsampled
1342,1342,Unsampled
1054,1054,Unsampled
1032,1032,Unsampled
1338,1338,Unsampled
1100,1100,Unsampled
1258,1258,Unsampled
1042,1042,Unsampled
1051,1051,Unsampled
1340,1340,Unsampled
1357,1357,Unsampled
1319,1319,Unsampled
1194,1194,Unsampled
1293,1293,Unsampled
1128,1128,Unsampled
1101,1101,Unsampled
1207,1207,Unsampled
1347,1347,Unsampled
1087,1087,Unsampled
1112,1112,Unsampled
1381,1381,Unsampled
1179,1179,Unsampled
1361,1361,Unsampled
1219,1219,Unsampled
1118,1118,Unsampled
1132,1132,Unsampled
1124,1124,Unsampled
1168,1168,Unsampled
1172,1172,Unsampled
1144,1144,Unsampled
1116,1116,Unsampled
1192,1192,Unsampled
1329,1329,Unsampled
1222,1222,Unsampled
1131,1131,Unsampled
1307,1307,Unsampled
1199,1199,Unsampled
1432,1432,Unsampled
1205,1205,Unsampled
1260,1260,Unsampled
1389,1389,Unsampled
1327,1327,Unsampled
1350,1350,Unsampled
1225,1225,Unsampled
1174,1174,Unsampled
1273,1273,Unsampled
1263,1263,Unsampled
1242,1242,Unsampled
1343,1343,Unsampled
1231,1231,Unsampled
1166,1166,Unsampled
1248,1248,Unsampled
1321,1321,Unsampled
1195,1195,Unsampled
1442,1442,Unsampled
1375,1375,Unsampled
1212,1212,Unsampled
1257,1257,Unsampled
1215,1215,Unsampled
1295,1295,Unsampled
1245,1245,Unsampled
1201,1201,Unsampled
1331,1331,Unsampled
1285,1285,Unsampled
1255,1255,Unsampled
1232,1232,Unsampled
1407,1407,Unsampled
1253,1253,Unsampled
1465,1465,Unsampled
1415,1415,Unsampled
1385,1385,Unsampled
1455,1455,Unsampled
1268,1268,Unsampled
1366,1366,Unsampled
1466,1466,Unsampled
1410,1410,Unsampled
1424,1424,Unsampled
1317,1317,Unsampled
1322,1322,Unsampled
1333,1333,Unsampled
1467,1467,Unsampled
1384,1384,Unsampled
1457,1457,Unsampled
1400,1400,Unsampled
1405,1405,Unsampled
1416,1416,Unsampled
1308,1308,Unsampled
1370,1370,Unsampled
1330,1330,Unsampled
1429,1429,Unsampled
1403,1403,Unsampled
1376,1376,Unsampled
1479,1479,Unsampled
1422,1422,Unsampled
1379,1379,Unsampled
1484,1484,Unsampled
1395,1395,Unsampled
1495,1495,Unsampled
1445,1445,Unsampled
1488,1488,Unsampled
1414,1414,Unsampled
1447,1447,Unsampled
1404,1404,Unsampled
1454,1454,Unsampled
1413,1413,Unsampled
1485,1485,Unsampled
1489,1489,Unsampled
1448,1448,Unsampled
1472,1472,Unsampled
1478,1478,Unsampled
1487,1487,Unsampled
1480,1480,Unsampled
1491,1491,Unsampled
1499,1499,Unsampled
1498,1498,Unsampled
1497,1497,Unsampled
1490,1490,Unsampled
1486,1486,Unsampled
1501,1501,Unsampled
1500,1500,Unsampled
1502,1502,Unsampled
